,key,상품번호,랭킹,상품명,옵션,가격,중량,복수 상품,타입,리뷰,구매건수,찜하기,스마트스토어,쇼핑몰,배송비,용도,부위,링크,100g당_가격,배송비포함_가격
69,70,4727810992.0,20,"대구 뭉티기, 당일 도축 한우 육사시미 육회 최고선도 250g / 600g",육사시미 250g (-20000원),21000,250,1,2,32,8.0,1,1,식탁의정석,4000,,,https://cr.shopping.naver.com/adcr.nhn?x=uK1AX6M%2BxTJ1qAyzmWjEzP%2F%2F%2Fw%3D%3DsGkhaHi3fPv7M6bnJNZ0eSjzLMN97vDkOz6tU1xZ9yseodLwaH8HlFc8KfVNO05t%2Fm%2BEHzOiPsh9JPdOcJIouDMi30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpVTR4kGvZWr6YD6mYA2o9XQqLR41Rk6oCD5RDUcdnq64asJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8CJ7k%2BMr%2FqDuAQx0lqp2SzxTkdKHcDbkwnX8wVj%2BuBajKRyvq%2BfDUs63OSxYfmA1XjBUVMxfIZjDqcqXALX1CL9caLLCa8jgTFCxfjtGXMC7amwLBOMBB1ksKLLoute6z%2FmK2MUSf553%2BqQ0pU0SZTuMCCh5pZvvw4x8GzYsUGvSlTmmLqXcqOM11peD9WR3578gNlbYml%2BDxahlULf62mI3%2BsffVnnzAOzNNocuTQQ09g1zd4NOLDbON8zsmQxRiqYI9s7AdyzEtGEJVxv%2Fd0G34gfQbGQAhlqjVUdR%2FJN9Bqpc%2BRd%2FQ5qQOwZGOzF3aOXKl%2F0Si6vKXJNDC5hYB7tdUpF7z8QhS%2FTv6G3BE5FQNUJgJp6CUXauCvW7Y5AjN&nvMid=82272332314&catId=50004654,8400,25000
70,71,4727810992.0,20,"대구 뭉티기, 당일 도축 한우 육사시미 육회 최고선도 250g / 600g",육사시미 600g,41000,600,1,2,32,8.0,1,1,식탁의정석,4000,,,https://cr.shopping.naver.com/adcr.nhn?x=uK1AX6M%2BxTJ1qAyzmWjEzP%2F%2F%2Fw%3D%3DsGkhaHi3fPv7M6bnJNZ0eSjzLMN97vDkOz6tU1xZ9yseodLwaH8HlFc8KfVNO05t%2Fm%2BEHzOiPsh9JPdOcJIouDMi30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpVTR4kGvZWr6YD6mYA2o9XQqLR41Rk6oCD5RDUcdnq64asJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8CJ7k%2BMr%2FqDuAQx0lqp2SzxTkdKHcDbkwnX8wVj%2BuBajKRyvq%2BfDUs63OSxYfmA1XjBUVMxfIZjDqcqXALX1CL9caLLCa8jgTFCxfjtGXMC7amwLBOMBB1ksKLLoute6z%2FmK2MUSf553%2BqQ0pU0SZTuMCCh5pZvvw4x8GzYsUGvSlTmmLqXcqOM11peD9WR3578gNlbYml%2BDxahlULf62mI3%2BsffVnnzAOzNNocuTQQ09g1zd4NOLDbON8zsmQxRiqYI9s7AdyzEtGEJVxv%2Fd0G34gfQbGQAhlqjVUdR%2FJN9Bqpc%2BRd%2FQ5qQOwZGOzF3aOXKl%2F0Si6vKXJNDC5hYB7tdUpF7z8QhS%2FTv6G3BE5FQNUJgJp6CUXauCvW7Y5AjN&nvMid=82272332314&catId=50004654,6834,45000
71,72,6097322598.0,21,[소근소근 육회]국내산 냉장 소고기 육회 300g + 육회소스2개,없음,10900,300,0,1,44,,21,1,맛있는 이야기 소근소근,3300,육회용,기타,https://cr.shopping.naver.com/adcr.nhn?x=kKnaUuNdGx8Hp90HU%2FPObf%2F%2F%2Fw%3D%3DsRAeBke5gvPyLh0%2FVvuL7iGhdjBq8fLp7xkPZlGCrPs02T%2B2I7vM1lywjaE2447yK3w%2Bj6pep05yD8Pmq7WTfkNyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lH1IMb0eCDV5o8bbDXTdzY%2Fxpqp%2B0wdpimvZXlhjs6FJANHxfV%2FsLga9%2BBw5h%2F0TGwy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBuUOkemBP0IHU3O9G2QBO%2B%2BcAdHcqvldTp7rVLFo0sG3iFOgT28sJCECrb49FuTCNjBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDcjWwK23rk7%2BTWFPLBWF0%2B9os3G4KiXLTTg%2Bw%2F2Z05z4KIEPy9huh9JNuR6eleqJXoHoDZ3UIju9K%2BB2zv8QgZxwqNz52xsMcVcfH5BWYOnHa4pVL2i6dis%2FOLhZC1TbdkPsGYfyt9Hoq6uxEJzLrHEkZa4BOCfFqowelaKiA4AzCdwSCJ3Db9EUEMNKltFvOSni63rQ7U%2FfGXi6XnMO%2F2nFAiEVWyMRuA%2Flze%2Bia5Gs06y7SqQEb63FW2AyEAQZK8H5MJCLldeMmBtZPbgTeKHKyoQQoWDZ6GYTkXob2%2B8STajbhqpLA8cjKSD%2ByE9papEkWTGwra6ppny5gkV7T8RB0CIl3BeKsFF2drF%2B%2BsFv&nvMid=83641822086&catId=50004654,3634,14200
72,73,6031943773.0,22,미트럽 한우 암소 생고기 육회세트 1+1 (200g 2개+소스40g 2개) 캠핑용 소고기,육회200g 2개+고추장소스2개,24900,400,0,1,55,,37,1,미트럽,3500,육회용,"설도, 기타",https://cr.shopping.naver.com/adcr.nhn?x=5JqcQTR636l5i1cNrauVpP%2F%2F%2Fw%3D%3Dsqi%2BdHz4QDHWToXZezid05TDVTtXvoPmZrYbMLAPwPtCk5X2JRgAMpXMWke7HgHVjVnK1tQn6G77CUYXAjlRxkci30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpWAD83Vq5wriJ0ezrXBNpfX2c2jhV2QG7qnkVzyezkU%2BKsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8kEnekJ700CHHScVl%2B4Bj%2B0RpP%2FX5RSFy%2FD4aDvMWhHZXfqiCwBtPYYwEdSt6i2JAGnDEgMNscnEGrFesfSJwrGb9E8BmLsiy%2FI5nP75gYlhBe2bP%2FZqu6gdmTudC5bqBTQVD7f2i6iS4LfiIwGENmP8PRz8ovsax8B3RM4SiXgMGdJmj8f6VS7SOmQNnytW4tyPIEBeSz%2BJSFwcCIvQDFuWXjhdV3FMZkGIEVUfksJC9Duk7DFgREoie4oNyRRiDJR%2FMEx3DmaJFSRj0aXRrqahJNYtlHwrGO5qvgpN4L7ne03Sg0KJfWD9i7rSx7rXzh1%2BresIDyzGhX4gX9xxk%2FY5vRMKTzGd9Q2vyXIQetvxvU2Y6hEEwGxc1AZfON9sL4VRAH%2BsMDObarUodGweR8Q%3D%3D&nvMid=83576443261&catId=50004654,6225,28400
73,74,5058972428.0,23,당일도축 한우 육회 뭉티기 육사시미 양념장 무료제공 대구 명물 오드레기,한우 생고기(뭉티기) 120g-양념장포함,15900,120,1,2,1701,870.0,558,1,백년밥상,3500,"육회용, 구이용",,https://cr.shopping.naver.com/adcr.nhn?x=ciAlaCrwuElUj0IygeXIbP%2F%2F%2Fw%3D%3Dsf%2BkkiNPgZEUQ0lWLKx2fyrMkey6SnEGVUJAWwf1Eyqk2T%2B2I7vM1lywjaE2447yKlnbVwuT5BEfzXknqHwYzz9yGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lH1IMb0eCDV5o8bbDXTdzY%2Fxpqp%2B0wdpimvZXlhjs6FJANHxfV%2FsLga9%2BBw5h%2F0TGwy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBvfUe7NbNpRCeHApXLKFxWZvTi7X5hXcsucsU52CDpwfiFOgT28sJCECrb49FuTCNjBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDYmvnGfIgYH8GArBQxFErhyZwJ7u%2BlwsYAskefZNqngnmXDmIOOB6kamF9uF35YumO%2BeQaY1X1sK%2B%2FCb4d1Hxq%2BPEHqbOa1nOK7hUQxWAWI8ClfvPUVCKVP9KeXum4qqBpca3CSbcu7K10Mvkf6AkKANOY3PddRwg3ZCHYSsDnLx7iRvbhbf%2BSKZqtvf5iDVKsesUTgSKJ3hveL7pQhwxpJPy%2B1OBGUUeQh5RvnoC1gQdXmFJVeV7im4LHwbWo%2FGL%2B96OkfU1YaHxvsoI8TRl7ir7VAb36ErED7xDOmVlGU6Ww1F4i%2Fz9M15QjBj6nL37soo794%2BXHB%2FuOYpbnyvPmBXutN02zsPZwYgWUdP4bmJhWw3%2BIByOa0jCVNQVnCDoA%3D%3D&nvMid=82603493805&catId=50004654,13250,19400
74,75,5058972428.0,23,당일도축 한우 육회 뭉티기 육사시미 양념장 무료제공 대구 명물 오드레기,한우 생고기(뭉티기) 240g-양념장포함 (+13900원),29800,240,1,2,1701,870.0,558,1,백년밥상,3500,"육회용, 구이용",,https://cr.shopping.naver.com/adcr.nhn?x=ciAlaCrwuElUj0IygeXIbP%2F%2F%2Fw%3D%3Dsf%2BkkiNPgZEUQ0lWLKx2fyrMkey6SnEGVUJAWwf1Eyqk2T%2B2I7vM1lywjaE2447yKlnbVwuT5BEfzXknqHwYzz9yGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lH1IMb0eCDV5o8bbDXTdzY%2Fxpqp%2B0wdpimvZXlhjs6FJANHxfV%2FsLga9%2BBw5h%2F0TGwy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBvfUe7NbNpRCeHApXLKFxWZvTi7X5hXcsucsU52CDpwfiFOgT28sJCECrb49FuTCNjBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDYmvnGfIgYH8GArBQxFErhyZwJ7u%2BlwsYAskefZNqngnmXDmIOOB6kamF9uF35YumO%2BeQaY1X1sK%2B%2FCb4d1Hxq%2BPEHqbOa1nOK7hUQxWAWI8ClfvPUVCKVP9KeXum4qqBpca3CSbcu7K10Mvkf6AkKANOY3PddRwg3ZCHYSsDnLx7iRvbhbf%2BSKZqtvf5iDVKsesUTgSKJ3hveL7pQhwxpJPy%2B1OBGUUeQh5RvnoC1gQdXmFJVeV7im4LHwbWo%2FGL%2B96OkfU1YaHxvsoI8TRl7ir7VAb36ErED7xDOmVlGU6Ww1F4i%2Fz9M15QjBj6nL37soo794%2BXHB%2FuOYpbnyvPmBXutN02zsPZwYgWUdP4bmJhWw3%2BIByOa0jCVNQVnCDoA%3D%3D&nvMid=82603493805&catId=50004654,12417,33300
75,76,5058972428.0,23,당일도축 한우 육회 뭉티기 육사시미 양념장 무료제공 대구 명물 오드레기,한우 육회 120g-양념장포함,15900,120,1,1,1701,870.0,558,1,백년밥상,3500,"육회용, 구이용",,https://cr.shopping.naver.com/adcr.nhn?x=ciAlaCrwuElUj0IygeXIbP%2F%2F%2Fw%3D%3Dsf%2BkkiNPgZEUQ0lWLKx2fyrMkey6SnEGVUJAWwf1Eyqk2T%2B2I7vM1lywjaE2447yKlnbVwuT5BEfzXknqHwYzz9yGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lH1IMb0eCDV5o8bbDXTdzY%2Fxpqp%2B0wdpimvZXlhjs6FJANHxfV%2FsLga9%2BBw5h%2F0TGwy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBvfUe7NbNpRCeHApXLKFxWZvTi7X5hXcsucsU52CDpwfiFOgT28sJCECrb49FuTCNjBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDYmvnGfIgYH8GArBQxFErhyZwJ7u%2BlwsYAskefZNqngnmXDmIOOB6kamF9uF35YumO%2BeQaY1X1sK%2B%2FCb4d1Hxq%2BPEHqbOa1nOK7hUQxWAWI8ClfvPUVCKVP9KeXum4qqBpca3CSbcu7K10Mvkf6AkKANOY3PddRwg3ZCHYSsDnLx7iRvbhbf%2BSKZqtvf5iDVKsesUTgSKJ3hveL7pQhwxpJPy%2B1OBGUUeQh5RvnoC1gQdXmFJVeV7im4LHwbWo%2FGL%2B96OkfU1YaHxvsoI8TRl7ir7VAb36ErED7xDOmVlGU6Ww1F4i%2Fz9M15QjBj6nL37soo794%2BXHB%2FuOYpbnyvPmBXutN02zsPZwYgWUdP4bmJhWw3%2BIByOa0jCVNQVnCDoA%3D%3D&nvMid=82603493805&catId=50004654,13250,19400
76,77,5058972428.0,23,당일도축 한우 육회 뭉티기 육사시미 양념장 무료제공 대구 명물 오드레기,한우 육회 240g-양념장포함 (+13900원),29800,240,1,1,1701,870.0,558,1,백년밥상,3500,"육회용, 구이용",,https://cr.shopping.naver.com/adcr.nhn?x=ciAlaCrwuElUj0IygeXIbP%2F%2F%2Fw%3D%3Dsf%2BkkiNPgZEUQ0lWLKx2fyrMkey6SnEGVUJAWwf1Eyqk2T%2B2I7vM1lywjaE2447yKlnbVwuT5BEfzXknqHwYzz9yGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lH1IMb0eCDV5o8bbDXTdzY%2Fxpqp%2B0wdpimvZXlhjs6FJANHxfV%2FsLga9%2BBw5h%2F0TGwy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBvfUe7NbNpRCeHApXLKFxWZvTi7X5hXcsucsU52CDpwfiFOgT28sJCECrb49FuTCNjBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDYmvnGfIgYH8GArBQxFErhyZwJ7u%2BlwsYAskefZNqngnmXDmIOOB6kamF9uF35YumO%2BeQaY1X1sK%2B%2FCb4d1Hxq%2BPEHqbOa1nOK7hUQxWAWI8ClfvPUVCKVP9KeXum4qqBpca3CSbcu7K10Mvkf6AkKANOY3PddRwg3ZCHYSsDnLx7iRvbhbf%2BSKZqtvf5iDVKsesUTgSKJ3hveL7pQhwxpJPy%2B1OBGUUeQh5RvnoC1gQdXmFJVeV7im4LHwbWo%2FGL%2B96OkfU1YaHxvsoI8TRl7ir7VAb36ErED7xDOmVlGU6Ww1F4i%2Fz9M15QjBj6nL37soo794%2BXHB%2FuOYpbnyvPmBXutN02zsPZwYgWUdP4bmJhWw3%2BIByOa0jCVNQVnCDoA%3D%3D&nvMid=82603493805&catId=50004654,12417,33300
77,78,5290907398.0,26,당일도축 한우육회 한우 대구뭉티기 당일손질 육사시미 생고기 우둔살 양념장서비스,당일도축 한우육회 120g+소스 / 1인분,9900,120,1,1,1460,1708.0,493,1,신선테이블,3500,"육회용, 구이용, 스테이크용",우둔,https://cr.shopping.naver.com/adcr.nhn?x=FL2Atfvrw3MYpltSIxAy6v%2F%2F%2Fw%3D%3Ds5WpmTHgy4geuN9%2BmvNA4xHWw9CrWKPAAtIcawtsGW%2BG%2BujfgJbNMB2WWL70VDrkeHLLtjQjdSLEWJQHWNSIOiEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5QgZsiAi52GPw1maaialwwqct8uIh8eaCHjC4k0M9FmKuKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJul8QSWWOwikiJv2MyAo0mm3NlLGNfMMgJH8JF2zpCsBdrU9gBvTOY8XVxGgpGxxdwbUofi1X7VQEEKpSpWR8HxD%2B5Q5yWtHqDi9mjyS9D29Q7hlhb3iYi773FU73S3wiS60xLrq8OmKYs8ZW05yBl%2F74bEb3O%2FTbXrZVbzMj963fVml9kUUpaOR9KeojuZi1qfOnZ94AlA45zewiXH7TrK%2F%2FpH2zcx%2F%2BA0J1CE9XbDCsY%2BPmxiPH%2FEO9EVh9A9%2BT0RtEabQFE8zmxcZFqep6e7EsFAzCRtwfMtGlBR5no6Ft9tvKk8Ji4qEzI9JNkJaoURQYZ2Qbf2%2BrHTVXwHQKZ20t457vxOMeIilvc15%2BbmR9o4W3McxLInopHhXF98bnjBu1lEFWJTH1CbOg7xygRgau4fTwOUqyF63FjwpQRls%3D&nvMid=82835399637&catId=50004654,8250,13400
78,79,5290907398.0,26,당일도축 한우육회 한우 대구뭉티기 당일손질 육사시미 생고기 우둔살 양념장서비스,당일도축 한우육회 240g+소스 / 2인분 (+8100원),18000,240,1,1,1460,1708.0,493,1,신선테이블,3500,"육회용, 구이용, 스테이크용",우둔,https://cr.shopping.naver.com/adcr.nhn?x=FL2Atfvrw3MYpltSIxAy6v%2F%2F%2Fw%3D%3Ds5WpmTHgy4geuN9%2BmvNA4xHWw9CrWKPAAtIcawtsGW%2BG%2BujfgJbNMB2WWL70VDrkeHLLtjQjdSLEWJQHWNSIOiEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5QgZsiAi52GPw1maaialwwqct8uIh8eaCHjC4k0M9FmKuKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJul8QSWWOwikiJv2MyAo0mm3NlLGNfMMgJH8JF2zpCsBdrU9gBvTOY8XVxGgpGxxdwbUofi1X7VQEEKpSpWR8HxD%2B5Q5yWtHqDi9mjyS9D29Q7hlhb3iYi773FU73S3wiS60xLrq8OmKYs8ZW05yBl%2F74bEb3O%2FTbXrZVbzMj963fVml9kUUpaOR9KeojuZi1qfOnZ94AlA45zewiXH7TrK%2F%2FpH2zcx%2F%2BA0J1CE9XbDCsY%2BPmxiPH%2FEO9EVh9A9%2BT0RtEabQFE8zmxcZFqep6e7EsFAzCRtwfMtGlBR5no6Ft9tvKk8Ji4qEzI9JNkJaoURQYZ2Qbf2%2BrHTVXwHQKZ20t457vxOMeIilvc15%2BbmR9o4W3McxLInopHhXF98bnjBu1lEFWJTH1CbOg7xygRgau4fTwOUqyF63FjwpQRls%3D&nvMid=82835399637&catId=50004654,7500,21500
79,80,5290907398.0,26,당일도축 한우육회 한우 대구뭉티기 당일손질 육사시미 생고기 우둔살 양념장서비스,당일도축 한우뭉티기 120g+소스 / 1인분 (+1000원),10900,120,1,2,1460,1708.0,493,1,신선테이블,3500,"육회용, 구이용, 스테이크용",우둔,https://cr.shopping.naver.com/adcr.nhn?x=FL2Atfvrw3MYpltSIxAy6v%2F%2F%2Fw%3D%3Ds5WpmTHgy4geuN9%2BmvNA4xHWw9CrWKPAAtIcawtsGW%2BG%2BujfgJbNMB2WWL70VDrkeHLLtjQjdSLEWJQHWNSIOiEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5QgZsiAi52GPw1maaialwwqct8uIh8eaCHjC4k0M9FmKuKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJul8QSWWOwikiJv2MyAo0mm3NlLGNfMMgJH8JF2zpCsBdrU9gBvTOY8XVxGgpGxxdwbUofi1X7VQEEKpSpWR8HxD%2B5Q5yWtHqDi9mjyS9D29Q7hlhb3iYi773FU73S3wiS60xLrq8OmKYs8ZW05yBl%2F74bEb3O%2FTbXrZVbzMj963fVml9kUUpaOR9KeojuZi1qfOnZ94AlA45zewiXH7TrK%2F%2FpH2zcx%2F%2BA0J1CE9XbDCsY%2BPmxiPH%2FEO9EVh9A9%2BT0RtEabQFE8zmxcZFqep6e7EsFAzCRtwfMtGlBR5no6Ft9tvKk8Ji4qEzI9JNkJaoURQYZ2Qbf2%2BrHTVXwHQKZ20t457vxOMeIilvc15%2BbmR9o4W3McxLInopHhXF98bnjBu1lEFWJTH1CbOg7xygRgau4fTwOUqyF63FjwpQRls%3D&nvMid=82835399637&catId=50004654,9084,14400
80,81,5290907398.0,26,당일도축 한우육회 한우 대구뭉티기 당일손질 육사시미 생고기 우둔살 양념장서비스,당일도축 한우뭉티기 240g+소스 / 2인분 (+10000원),19900,240,1,2,1460,1708.0,493,1,신선테이블,3500,"육회용, 구이용, 스테이크용",우둔,https://cr.shopping.naver.com/adcr.nhn?x=FL2Atfvrw3MYpltSIxAy6v%2F%2F%2Fw%3D%3Ds5WpmTHgy4geuN9%2BmvNA4xHWw9CrWKPAAtIcawtsGW%2BG%2BujfgJbNMB2WWL70VDrkeHLLtjQjdSLEWJQHWNSIOiEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5QgZsiAi52GPw1maaialwwqct8uIh8eaCHjC4k0M9FmKuKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJul8QSWWOwikiJv2MyAo0mm3NlLGNfMMgJH8JF2zpCsBdrU9gBvTOY8XVxGgpGxxdwbUofi1X7VQEEKpSpWR8HxD%2B5Q5yWtHqDi9mjyS9D29Q7hlhb3iYi773FU73S3wiS60xLrq8OmKYs8ZW05yBl%2F74bEb3O%2FTbXrZVbzMj963fVml9kUUpaOR9KeojuZi1qfOnZ94AlA45zewiXH7TrK%2F%2FpH2zcx%2F%2BA0J1CE9XbDCsY%2BPmxiPH%2FEO9EVh9A9%2BT0RtEabQFE8zmxcZFqep6e7EsFAzCRtwfMtGlBR5no6Ft9tvKk8Ji4qEzI9JNkJaoURQYZ2Qbf2%2BrHTVXwHQKZ20t457vxOMeIilvc15%2BbmR9o4W3McxLInopHhXF98bnjBu1lEFWJTH1CbOg7xygRgau4fTwOUqyF63FjwpQRls%3D&nvMid=82835399637&catId=50004654,8292,23400
81,82,6627977739.0,27,육회 300g 도시락육회 직접제조마법가루소스 한우투뿔육회,육회도시락형300g,19500,300,0,1,15,,16,1,단군마켓.,4000,육회용,"기타, 우둔",https://cr.shopping.naver.com/adcr.nhn?x=Ade0h1dvNfFp5%2B0IjoxAMf%2F%2F%2Fw%3D%3DsG8gnoB7N6V6bXr9KNtZL83O5FzT027fAcNUHdXzp%2FS8mYHVAePfhYk307zcXaFxDl4MYFDMN0TvO5hOp2tUew8i30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpWdMGz5pnLHa6n24BOt4DTqSllgQ%2BDJBgYqXQLQwoD08asJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8vn7seBDe%2Fkk%2Bjpi%2BCelEQ4tLgtFGN4lzyV0i4oEtVUBXfqiCwBtPYYwEdSt6i2JA0Dc3ia1Golb3PTT1hL11%2FCLt%2FUlVh1SQoC9q5oshhfhRDxw3lmAmMKHfUSlBc847W2n1HrKaBdHnbU%2BHwr8aSr5sDaVwylIyXUq%2B8CsAzSVpCZyGgkUIQv9YAR4CeZZ2uif8gPPD3vkbo5FyRqNxKCsDcK8ycJxjaBjh5juUFPUn%2FTiQjv4XImpKvFUCZQiM%2BqjdX7qndpp8mfFmqe7c%2Bo7TFP3Oa3NPDGyYE1NycqrZgv8v%2Bigj%2Bt67dfZFhk%2FYiQl2zkC4Pi8n5extwEU8tOR79U%2F6Az3gE9mQ%2Flgn57E%3D&nvMid=84172478061&catId=50004654,6500,23500
82,83,6627977739.0,27,육회 300g 도시락육회 직접제조마법가루소스 한우투뿔육회,육회도시락형400g (+6500원),26000,400,0,1,15,,16,1,단군마켓.,4000,육회용,"기타, 우둔",https://cr.shopping.naver.com/adcr.nhn?x=Ade0h1dvNfFp5%2B0IjoxAMf%2F%2F%2Fw%3D%3DsG8gnoB7N6V6bXr9KNtZL83O5FzT027fAcNUHdXzp%2FS8mYHVAePfhYk307zcXaFxDl4MYFDMN0TvO5hOp2tUew8i30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpWdMGz5pnLHa6n24BOt4DTqSllgQ%2BDJBgYqXQLQwoD08asJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8vn7seBDe%2Fkk%2Bjpi%2BCelEQ4tLgtFGN4lzyV0i4oEtVUBXfqiCwBtPYYwEdSt6i2JA0Dc3ia1Golb3PTT1hL11%2FCLt%2FUlVh1SQoC9q5oshhfhRDxw3lmAmMKHfUSlBc847W2n1HrKaBdHnbU%2BHwr8aSr5sDaVwylIyXUq%2B8CsAzSVpCZyGgkUIQv9YAR4CeZZ2uif8gPPD3vkbo5FyRqNxKCsDcK8ycJxjaBjh5juUFPUn%2FTiQjv4XImpKvFUCZQiM%2BqjdX7qndpp8mfFmqe7c%2Bo7TFP3Oa3NPDGyYE1NycqrZgv8v%2Bigj%2Bt67dfZFhk%2FYiQl2zkC4Pi8n5extwEU8tOR79U%2F6Az3gE9mQ%2Flgn57E%3D&nvMid=84172478061&catId=50004654,6500,30000
