,key,상품번호,랭킹,상품명,옵션,가격,중량,복수 상품,타입,리뷰,구매건수,찜하기,스마트스토어,쇼핑몰,배송비,용도,부위,링크,100g당_가격,배송비포함_가격
40,41,5763128946.0,15,당일도축 대구뭉티기 육사시미 한우육회 소고기 육회 생고기 250g 600g,육사시미250g+육회300g+전용 양념장3개 (+19100원),36000,300,1,3,238,568.0,303,1,시장마트,4000,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=syJhsNcQlL51hYy2mmTvFf%2F%2F%2Fw%3D%3DsCP3sUQ4OGP07qyJxRm1K6XikLRVK3yUAPs1HwpQF%2BhG%2BujfgJbNMB2WWL70VDrkea%2FhF0MBLAb5gnNr8GVe3x0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5w95%2B7O%2BwxazwQZbggMDC91wmYQufZAfoYaYxDbSmVsauKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJFVx%2FLKZKyky828GVbDtZNIbm2v3sVUOSjBMfuLRbCYtdrU9gBvTOY8XVxGgpGxxdnopkHZNhwhjIPeo514bl8885p%2BVmAOCMg73eBzkT4%2BhQ7hlhb3iYi773FU73S3wiT4vmDcvu4mzVHDJLNY3WhWgi%2Fxwb7APwwhiU7UfFr1ermvpslpwIvS5ZoZ6TudRCZpWTzCOdBdA1cgMQBUIox%2BPltf0xMVPKQFrDJ8p3UXShoGJ0bEwcW6I4UndgWSFBA2mYTea7ABg%2BXulujQhFXuYwDfe5LVn0XDK2tt3nbkTjPKi%2BA9MCoJoUB%2Bxusass%2BezOU230d%2Bbkd8nfh8sMKBWpJ3SSJT3ZzrePnnzegH9Xc50eBITwugSNPH3Ok09sVpGw61BSdoQRvEGgfFlc5w%3D%3D&nvMid=83307628360&catId=50004654,12000,40000
41,42,6774851586.0,16,한우 1등급 등심 채끝 부채살 안심 갈비살 불고기 국거리 차돌박이 사태 양지 불고기 반값,한우 1등급 육회(꾸리살)250g(-7000원),12900,250,2,1,27,94.0,21,1,주식회사 금호축산,4000,"구이용, 육회용, 스테이크용","등심, 채끝, 안심, 갈비, 양지, 사태, 앞다리, 부채살, 목심",https://cr.shopping.naver.com/adcr.nhn?x=h5%2BN9mSD81VsFuLoJYJ2vf%2F%2F%2Fw%3D%3DsOgQk9Z4k5mjAVfElyOEps5YTYVbKENjPQN8QiaznBFe%2BujfgJbNMB2WWL70VDrkewjn96sobkl2kWuiLpeeOGEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA4lpyYNMwkhusGhQLpF1q6szbn0qnWsRcmzEM%2B5lOXtMquKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJMWjfSX4liKtJ1OyKCBeJ%2B9XL%2Bsvl3DA3NC7uKrfF9VZdrU9gBvTOY8XVxGgpGxxdqdL3OEiiyJa5lAakxM6USYkjS6z2Qmt6g2XqK%2FmQpPa%2Bi71rovCc97FuESYkPgxs9%2FKw7qyJjAOrelpco9gGDq%2BiCXlb%2FJBj%2F%2FEYyWE3jYRN75xlY1VqizFP10hgKN9hi0PxoIo16uPbMipoiq60tKo5%2FTM%2BQGkYCHeLA1b8g%2F7O9yse2IM6FLB9rHnlljop6p8xRWPm1ZArCrLosx8mfXeW0%2Bn1CcjQFzq0%2BxGUAObLPdtvVDPfhwiXsaO5hp7uuT3LHYsTijPOJ38PlOyCum3BwM9TDttTbcKuyMOybc%2FNW8AKXWwNUvVnXvmhx9mTZTGcHY8bNxXBx6bdY8Ao3WhopkeKUdu5q4dSKA0zkoA%3D&nvMid=84319351908&catId=50004654,5160,16900
42,43,6774851586.0,16,한우 1등급 등심 채끝 부채살 안심 갈비살 불고기 국거리 차돌박이 사태 양지 불고기 반값,한우 2등급 육회(꾸리살)250g(-9000원),10900,250,2,1,27,94.0,21,1,주식회사 금호축산,4000,"구이용, 육회용, 스테이크용","등심, 채끝, 안심, 갈비, 양지, 사태, 앞다리, 부채살, 목심",https://cr.shopping.naver.com/adcr.nhn?x=h5%2BN9mSD81VsFuLoJYJ2vf%2F%2F%2Fw%3D%3DsOgQk9Z4k5mjAVfElyOEps5YTYVbKENjPQN8QiaznBFe%2BujfgJbNMB2WWL70VDrkewjn96sobkl2kWuiLpeeOGEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA4lpyYNMwkhusGhQLpF1q6szbn0qnWsRcmzEM%2B5lOXtMquKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJMWjfSX4liKtJ1OyKCBeJ%2B9XL%2Bsvl3DA3NC7uKrfF9VZdrU9gBvTOY8XVxGgpGxxdqdL3OEiiyJa5lAakxM6USYkjS6z2Qmt6g2XqK%2FmQpPa%2Bi71rovCc97FuESYkPgxs9%2FKw7qyJjAOrelpco9gGDq%2BiCXlb%2FJBj%2F%2FEYyWE3jYRN75xlY1VqizFP10hgKN9hi0PxoIo16uPbMipoiq60tKo5%2FTM%2BQGkYCHeLA1b8g%2F7O9yse2IM6FLB9rHnlljop6p8xRWPm1ZArCrLosx8mfXeW0%2Bn1CcjQFzq0%2BxGUAObLPdtvVDPfhwiXsaO5hp7uuT3LHYsTijPOJ38PlOyCum3BwM9TDttTbcKuyMOybc%2FNW8AKXWwNUvVnXvmhx9mTZTGcHY8bNxXBx6bdY8Ao3WhopkeKUdu5q4dSKA0zkoA%3D&nvMid=84319351908&catId=50004654,4360,14900
43,44,5752464740.0,17,당일도축 한우 암소 대구뭉티기 생고기 우둔살 육사시미 육회 물회 캠핑고기,한우대구뭉티기,14800,200,2,2,529,723.0,334,1,그립소,3500,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=588qYqq7i%2FxF%2FvH93OpjzP%2F%2F%2Fw%3D%3DsyGPz0qq6TQaG0R7Gpfh0148Inw0T7klsfC4lYsAoU3q%2BujfgJbNMB2WWL70VDrkeu6OWCekV7%2BRH0AnWZfXEE0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA4LrWeRsyJm4Jcha7oHJhJeTSuenQynLPLsChCfSwR%2BR6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJWL4EP3EoJXtureeQMHS3JGZR2ZOyNwGcAmnBRLu40g5drU9gBvTOY8XVxGgpGxxdywCAijZynX7OO120v8XLEGSt4OlUfuXfYUdSuD9vi2JQ7hlhb3iYi773FU73S3wiBzPiyV%2FRcxPiNfqrDLrkZQGZrufHYFdMhVJpHsUUbLmSr6k3cMXex8T01XmX8U0aWpa8ZvDHzzBsSCQFAVxZW1Mx%2BCX9p454AvnP%2FwcnDdhfhxJNAcmCVgeusQLzRmQtPGMmsgNj3aJADSPU2EB%2BmRWJAWaTov%2F8emxSHh5MDIbmELFO07QEQYUyi%2Bk709RTlW6h51KJuttCTQlT2MgzXFD%2Bm6P6Y288qUBVwBkNtgHJJa%2FwFDFW2o4toCC3v%2FkMy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=83296964154&catId=50004654,7400,18300
44,45,5752464740.0,17,당일도축 한우 암소 대구뭉티기 생고기 우둔살 육사시미 육회 물회 캠핑고기,한우대구뭉티기,21600,300,2,2,529,723.0,334,1,그립소,3500,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=588qYqq7i%2FxF%2FvH93OpjzP%2F%2F%2Fw%3D%3DsyGPz0qq6TQaG0R7Gpfh0148Inw0T7klsfC4lYsAoU3q%2BujfgJbNMB2WWL70VDrkeu6OWCekV7%2BRH0AnWZfXEE0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA4LrWeRsyJm4Jcha7oHJhJeTSuenQynLPLsChCfSwR%2BR6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJWL4EP3EoJXtureeQMHS3JGZR2ZOyNwGcAmnBRLu40g5drU9gBvTOY8XVxGgpGxxdywCAijZynX7OO120v8XLEGSt4OlUfuXfYUdSuD9vi2JQ7hlhb3iYi773FU73S3wiBzPiyV%2FRcxPiNfqrDLrkZQGZrufHYFdMhVJpHsUUbLmSr6k3cMXex8T01XmX8U0aWpa8ZvDHzzBsSCQFAVxZW1Mx%2BCX9p454AvnP%2FwcnDdhfhxJNAcmCVgeusQLzRmQtPGMmsgNj3aJADSPU2EB%2BmRWJAWaTov%2F8emxSHh5MDIbmELFO07QEQYUyi%2Bk709RTlW6h51KJuttCTQlT2MgzXFD%2Bm6P6Y288qUBVwBkNtgHJJa%2FwFDFW2o4toCC3v%2FkMy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=83296964154&catId=50004654,7200,25100
45,46,5752464740.0,17,당일도축 한우 암소 대구뭉티기 생고기 우둔살 육사시미 육회 물회 캠핑고기,한우대구뭉티기,28000,400,2,2,529,723.0,334,1,그립소,3500,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=588qYqq7i%2FxF%2FvH93OpjzP%2F%2F%2Fw%3D%3DsyGPz0qq6TQaG0R7Gpfh0148Inw0T7klsfC4lYsAoU3q%2BujfgJbNMB2WWL70VDrkeu6OWCekV7%2BRH0AnWZfXEE0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA4LrWeRsyJm4Jcha7oHJhJeTSuenQynLPLsChCfSwR%2BR6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJWL4EP3EoJXtureeQMHS3JGZR2ZOyNwGcAmnBRLu40g5drU9gBvTOY8XVxGgpGxxdywCAijZynX7OO120v8XLEGSt4OlUfuXfYUdSuD9vi2JQ7hlhb3iYi773FU73S3wiBzPiyV%2FRcxPiNfqrDLrkZQGZrufHYFdMhVJpHsUUbLmSr6k3cMXex8T01XmX8U0aWpa8ZvDHzzBsSCQFAVxZW1Mx%2BCX9p454AvnP%2FwcnDdhfhxJNAcmCVgeusQLzRmQtPGMmsgNj3aJADSPU2EB%2BmRWJAWaTov%2F8emxSHh5MDIbmELFO07QEQYUyi%2Bk709RTlW6h51KJuttCTQlT2MgzXFD%2Bm6P6Y288qUBVwBkNtgHJJa%2FwFDFW2o4toCC3v%2FkMy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=83296964154&catId=50004654,7000,31500
46,47,5752464740.0,17,당일도축 한우 암소 대구뭉티기 생고기 우둔살 육사시미 육회 물회 캠핑고기,한우대구뭉티기,34000,500,2,2,529,723.0,334,1,그립소,3500,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=588qYqq7i%2FxF%2FvH93OpjzP%2F%2F%2Fw%3D%3DsyGPz0qq6TQaG0R7Gpfh0148Inw0T7klsfC4lYsAoU3q%2BujfgJbNMB2WWL70VDrkeu6OWCekV7%2BRH0AnWZfXEE0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA4LrWeRsyJm4Jcha7oHJhJeTSuenQynLPLsChCfSwR%2BR6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJWL4EP3EoJXtureeQMHS3JGZR2ZOyNwGcAmnBRLu40g5drU9gBvTOY8XVxGgpGxxdywCAijZynX7OO120v8XLEGSt4OlUfuXfYUdSuD9vi2JQ7hlhb3iYi773FU73S3wiBzPiyV%2FRcxPiNfqrDLrkZQGZrufHYFdMhVJpHsUUbLmSr6k3cMXex8T01XmX8U0aWpa8ZvDHzzBsSCQFAVxZW1Mx%2BCX9p454AvnP%2FwcnDdhfhxJNAcmCVgeusQLzRmQtPGMmsgNj3aJADSPU2EB%2BmRWJAWaTov%2F8emxSHh5MDIbmELFO07QEQYUyi%2Bk709RTlW6h51KJuttCTQlT2MgzXFD%2Bm6P6Y288qUBVwBkNtgHJJa%2FwFDFW2o4toCC3v%2FkMy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=83296964154&catId=50004654,6800,37500
47,48,5752464740.0,17,당일도축 한우 암소 대구뭉티기 생고기 우둔살 육사시미 육회 물회 캠핑고기,한우대구뭉티기,39600,600,2,2,529,723.0,334,1,그립소,3500,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=588qYqq7i%2FxF%2FvH93OpjzP%2F%2F%2Fw%3D%3DsyGPz0qq6TQaG0R7Gpfh0148Inw0T7klsfC4lYsAoU3q%2BujfgJbNMB2WWL70VDrkeu6OWCekV7%2BRH0AnWZfXEE0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA4LrWeRsyJm4Jcha7oHJhJeTSuenQynLPLsChCfSwR%2BR6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJWL4EP3EoJXtureeQMHS3JGZR2ZOyNwGcAmnBRLu40g5drU9gBvTOY8XVxGgpGxxdywCAijZynX7OO120v8XLEGSt4OlUfuXfYUdSuD9vi2JQ7hlhb3iYi773FU73S3wiBzPiyV%2FRcxPiNfqrDLrkZQGZrufHYFdMhVJpHsUUbLmSr6k3cMXex8T01XmX8U0aWpa8ZvDHzzBsSCQFAVxZW1Mx%2BCX9p454AvnP%2FwcnDdhfhxJNAcmCVgeusQLzRmQtPGMmsgNj3aJADSPU2EB%2BmRWJAWaTov%2F8emxSHh5MDIbmELFO07QEQYUyi%2Bk709RTlW6h51KJuttCTQlT2MgzXFD%2Bm6P6Y288qUBVwBkNtgHJJa%2FwFDFW2o4toCC3v%2FkMy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=83296964154&catId=50004654,6600,43100
48,49,5752464740.0,17,당일도축 한우 암소 대구뭉티기 생고기 우둔살 육사시미 육회 물회 캠핑고기,한우육회,14800,200,2,1,529,723.0,334,1,그립소,3500,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=588qYqq7i%2FxF%2FvH93OpjzP%2F%2F%2Fw%3D%3DsyGPz0qq6TQaG0R7Gpfh0148Inw0T7klsfC4lYsAoU3q%2BujfgJbNMB2WWL70VDrkeu6OWCekV7%2BRH0AnWZfXEE0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA4LrWeRsyJm4Jcha7oHJhJeTSuenQynLPLsChCfSwR%2BR6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJWL4EP3EoJXtureeQMHS3JGZR2ZOyNwGcAmnBRLu40g5drU9gBvTOY8XVxGgpGxxdywCAijZynX7OO120v8XLEGSt4OlUfuXfYUdSuD9vi2JQ7hlhb3iYi773FU73S3wiBzPiyV%2FRcxPiNfqrDLrkZQGZrufHYFdMhVJpHsUUbLmSr6k3cMXex8T01XmX8U0aWpa8ZvDHzzBsSCQFAVxZW1Mx%2BCX9p454AvnP%2FwcnDdhfhxJNAcmCVgeusQLzRmQtPGMmsgNj3aJADSPU2EB%2BmRWJAWaTov%2F8emxSHh5MDIbmELFO07QEQYUyi%2Bk709RTlW6h51KJuttCTQlT2MgzXFD%2Bm6P6Y288qUBVwBkNtgHJJa%2FwFDFW2o4toCC3v%2FkMy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=83296964154&catId=50004654,7400,18300
49,50,5752464740.0,17,당일도축 한우 암소 대구뭉티기 생고기 우둔살 육사시미 육회 물회 캠핑고기,한우육회,21600,300,2,1,529,723.0,334,1,그립소,3500,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=588qYqq7i%2FxF%2FvH93OpjzP%2F%2F%2Fw%3D%3DsyGPz0qq6TQaG0R7Gpfh0148Inw0T7klsfC4lYsAoU3q%2BujfgJbNMB2WWL70VDrkeu6OWCekV7%2BRH0AnWZfXEE0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA4LrWeRsyJm4Jcha7oHJhJeTSuenQynLPLsChCfSwR%2BR6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJWL4EP3EoJXtureeQMHS3JGZR2ZOyNwGcAmnBRLu40g5drU9gBvTOY8XVxGgpGxxdywCAijZynX7OO120v8XLEGSt4OlUfuXfYUdSuD9vi2JQ7hlhb3iYi773FU73S3wiBzPiyV%2FRcxPiNfqrDLrkZQGZrufHYFdMhVJpHsUUbLmSr6k3cMXex8T01XmX8U0aWpa8ZvDHzzBsSCQFAVxZW1Mx%2BCX9p454AvnP%2FwcnDdhfhxJNAcmCVgeusQLzRmQtPGMmsgNj3aJADSPU2EB%2BmRWJAWaTov%2F8emxSHh5MDIbmELFO07QEQYUyi%2Bk709RTlW6h51KJuttCTQlT2MgzXFD%2Bm6P6Y288qUBVwBkNtgHJJa%2FwFDFW2o4toCC3v%2FkMy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=83296964154&catId=50004654,7200,25100
50,51,5752464740.0,17,당일도축 한우 암소 대구뭉티기 생고기 우둔살 육사시미 육회 물회 캠핑고기,한우육회,28000,400,2,1,529,723.0,334,1,그립소,3500,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=588qYqq7i%2FxF%2FvH93OpjzP%2F%2F%2Fw%3D%3DsyGPz0qq6TQaG0R7Gpfh0148Inw0T7klsfC4lYsAoU3q%2BujfgJbNMB2WWL70VDrkeu6OWCekV7%2BRH0AnWZfXEE0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA4LrWeRsyJm4Jcha7oHJhJeTSuenQynLPLsChCfSwR%2BR6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJWL4EP3EoJXtureeQMHS3JGZR2ZOyNwGcAmnBRLu40g5drU9gBvTOY8XVxGgpGxxdywCAijZynX7OO120v8XLEGSt4OlUfuXfYUdSuD9vi2JQ7hlhb3iYi773FU73S3wiBzPiyV%2FRcxPiNfqrDLrkZQGZrufHYFdMhVJpHsUUbLmSr6k3cMXex8T01XmX8U0aWpa8ZvDHzzBsSCQFAVxZW1Mx%2BCX9p454AvnP%2FwcnDdhfhxJNAcmCVgeusQLzRmQtPGMmsgNj3aJADSPU2EB%2BmRWJAWaTov%2F8emxSHh5MDIbmELFO07QEQYUyi%2Bk709RTlW6h51KJuttCTQlT2MgzXFD%2Bm6P6Y288qUBVwBkNtgHJJa%2FwFDFW2o4toCC3v%2FkMy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=83296964154&catId=50004654,7000,31500
51,52,5752464740.0,17,당일도축 한우 암소 대구뭉티기 생고기 우둔살 육사시미 육회 물회 캠핑고기,한우육회,34000,500,2,1,529,723.0,334,1,그립소,3500,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=588qYqq7i%2FxF%2FvH93OpjzP%2F%2F%2Fw%3D%3DsyGPz0qq6TQaG0R7Gpfh0148Inw0T7klsfC4lYsAoU3q%2BujfgJbNMB2WWL70VDrkeu6OWCekV7%2BRH0AnWZfXEE0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA4LrWeRsyJm4Jcha7oHJhJeTSuenQynLPLsChCfSwR%2BR6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJWL4EP3EoJXtureeQMHS3JGZR2ZOyNwGcAmnBRLu40g5drU9gBvTOY8XVxGgpGxxdywCAijZynX7OO120v8XLEGSt4OlUfuXfYUdSuD9vi2JQ7hlhb3iYi773FU73S3wiBzPiyV%2FRcxPiNfqrDLrkZQGZrufHYFdMhVJpHsUUbLmSr6k3cMXex8T01XmX8U0aWpa8ZvDHzzBsSCQFAVxZW1Mx%2BCX9p454AvnP%2FwcnDdhfhxJNAcmCVgeusQLzRmQtPGMmsgNj3aJADSPU2EB%2BmRWJAWaTov%2F8emxSHh5MDIbmELFO07QEQYUyi%2Bk709RTlW6h51KJuttCTQlT2MgzXFD%2Bm6P6Y288qUBVwBkNtgHJJa%2FwFDFW2o4toCC3v%2FkMy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=83296964154&catId=50004654,6800,37500
52,53,5752464740.0,17,당일도축 한우 암소 대구뭉티기 생고기 우둔살 육사시미 육회 물회 캠핑고기,한우육회,39600,600,2,1,529,723.0,334,1,그립소,3500,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=588qYqq7i%2FxF%2FvH93OpjzP%2F%2F%2Fw%3D%3DsyGPz0qq6TQaG0R7Gpfh0148Inw0T7klsfC4lYsAoU3q%2BujfgJbNMB2WWL70VDrkeu6OWCekV7%2BRH0AnWZfXEE0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA4LrWeRsyJm4Jcha7oHJhJeTSuenQynLPLsChCfSwR%2BR6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJWL4EP3EoJXtureeQMHS3JGZR2ZOyNwGcAmnBRLu40g5drU9gBvTOY8XVxGgpGxxdywCAijZynX7OO120v8XLEGSt4OlUfuXfYUdSuD9vi2JQ7hlhb3iYi773FU73S3wiBzPiyV%2FRcxPiNfqrDLrkZQGZrufHYFdMhVJpHsUUbLmSr6k3cMXex8T01XmX8U0aWpa8ZvDHzzBsSCQFAVxZW1Mx%2BCX9p454AvnP%2FwcnDdhfhxJNAcmCVgeusQLzRmQtPGMmsgNj3aJADSPU2EB%2BmRWJAWaTov%2F8emxSHh5MDIbmELFO07QEQYUyi%2Bk709RTlW6h51KJuttCTQlT2MgzXFD%2Bm6P6Y288qUBVwBkNtgHJJa%2FwFDFW2o4toCC3v%2FkMy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=83296964154&catId=50004654,6600,43100
53,54,5752464740.0,17,당일도축 한우 암소 대구뭉티기 생고기 우둔살 육사시미 육회 물회 캠핑고기,한우뭉티기+육회,24000,300,2,3,529,723.0,334,1,그립소,3500,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=588qYqq7i%2FxF%2FvH93OpjzP%2F%2F%2Fw%3D%3DsyGPz0qq6TQaG0R7Gpfh0148Inw0T7klsfC4lYsAoU3q%2BujfgJbNMB2WWL70VDrkeu6OWCekV7%2BRH0AnWZfXEE0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA4LrWeRsyJm4Jcha7oHJhJeTSuenQynLPLsChCfSwR%2BR6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJWL4EP3EoJXtureeQMHS3JGZR2ZOyNwGcAmnBRLu40g5drU9gBvTOY8XVxGgpGxxdywCAijZynX7OO120v8XLEGSt4OlUfuXfYUdSuD9vi2JQ7hlhb3iYi773FU73S3wiBzPiyV%2FRcxPiNfqrDLrkZQGZrufHYFdMhVJpHsUUbLmSr6k3cMXex8T01XmX8U0aWpa8ZvDHzzBsSCQFAVxZW1Mx%2BCX9p454AvnP%2FwcnDdhfhxJNAcmCVgeusQLzRmQtPGMmsgNj3aJADSPU2EB%2BmRWJAWaTov%2F8emxSHh5MDIbmELFO07QEQYUyi%2Bk709RTlW6h51KJuttCTQlT2MgzXFD%2Bm6P6Y288qUBVwBkNtgHJJa%2FwFDFW2o4toCC3v%2FkMy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=83296964154&catId=50004654,8000,27500
